value
6
1
15
8
8
17
14
3
5
2
25
14
1
8
1
22
7
24
1
7
5
5
2
18
7
13
2
9
14
29
4
11
1
6
14
20
9
20
1
5
6
1
16
5
29
1
3
13
18
9
1
16
6
7
1
18
5
1
12
18
12
1
2
11
22
7
25
6
1
1
6
13
1
5
8
13
8
3
17
25
3
6
10
12
13
6
6
3
18
3
13
10
8
6
6
6
9
12
9
3
8
9
5
11
14
3
12
4
10
11
13
24
14
9
9
27
21
21
12
11
3
6
4
22
13
15
14
11
17
9
10
3
2
2
13
4
5
16
27
8
10
18
14
6
9
7
9
4
10
10
13
10
3
4
4
2
10
9
13
3
14
2
5
10
4
5
3
2
17
3
6
2
10
3
4
5
10
5
4
5
12
9
5
2
5
4
4
6
7
7
5
16
3
5
3
12
3
5
3
5
6
5
19
2
7
7
2
4
3
2
6
3
6
5
5
4
4
2
1
1
1
3
2
2
9
2
1
3
5
2
1
4
3
2
1
1
1
1
6
2
8
3
6
2
2
7
3
9
3
11
2
8
4
2
2
2
4
2
2
4
2
1
3
2
2
1
1
5
3
6
3
1
7
4
3
3
6
3
3
8
5
2
3
1
1
1
1
3
1
1
6
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
4
1
1
9
2
1
1
3
1
1
1
5
1
1
4
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
4
3
8
1
4
2
1
1
2
4
2
1
1
2
2
1
2
1
3
1
2
1
