time,value
0,1.7241379310344827
0.0502,2.9850746268656714
0.13995,4.054054054054054
0.19446666666666668,5.194805194805195
0.29495,5.319148936170213
0.42966666666666664,6.382978723404255
0.43378333333333335,7.446808510638298
0.4452833333333333,8.51063829787234
0.45038333333333336,9.574468085106384
0.60765,10.1010101010101
0.6085333333333334,11.11111111111111
0.7359,12.121212121212121
0.7505333333333334,13.131313131313133
0.7929,14.14141414141414
0.8429,15.151515151515152
0.85035,16.161616161616163
0.9337166666666666,17.17171717171717
0.9412166666666667,18.181818181818183
0.9961,18.81188118811881
1.0425333333333333,19.801980198019802
1.1411666666666667,20.588235294117645
1.1566833333333333,21.568627450980394
1.19365,22.54901960784314
1.37185,23.300970873786408
1.4205666666666668,24.271844660194176
1.42755,25.24271844660194
1.4442333333333333,26.21359223300971
1.4495,27.184466019417474
1.4570166666666666,28.155339805825243
1.4915166666666666,29.126213592233007
1.57125,30.097087378640776
1.5736666666666668,31.06796116504854
1.5762166666666666,32.038834951456316
1.58175,33.00970873786408
1.6035333333333333,33.980582524271846
1.6679666666666666,34.95145631067961
1.7394666666666667,35.92233009708738
1.8120333333333334,36.89320388349515
1.8600333333333334,37.86407766990291
1.8781333333333334,38.83495145631068
1.8838666666666666,39.80582524271845
1.8907666666666667,40.77669902912621
2.008183333333333,41.74757281553398
2.0296,42.71844660194174
2.0688166666666667,43.689320388349515
2.1763166666666667,44.66019417475729
2.3197,45.63106796116505
2.5561666666666665,46.601941747572816
2.8168,47.57281553398058
3.0445333333333333,48.54368932038835
5.758816666666666,31.874999999999996
5.891366666666666,29.714285714285715
5.903366666666667,30.28571428571429
6.440616666666667,25.116279069767444
6.677533333333334,25.581395348837212
6.762883333333333,26.046511627906977
6.775066666666667,26.51162790697674
6.833516666666666,26.976744186046513
6.9589,26.94063926940639
7.16755,27.397260273972602
7.1901,27.85388127853881
7.24635,28.31050228310502
7.342783333333333,28.767123287671232
7.439116666666667,29.22374429223744
7.645383333333333,29.68036529680365
7.706183333333334,30.136986301369863
7.734766666666666,30.59360730593607
7.8883833333333335,31.05022831050228
8.0828,31.506849315068493
8.215516666666666,31.963470319634702
8.399716666666666,32.42009132420091
8.4385,32.87671232876712
8.459866666666667,33.33333333333333
8.519166666666667,33.789954337899545
8.880183333333333,34.24657534246575
9.393083333333333,34.70319634703196
11.421666666666667,30.555555555555557
11.491966666666666,30.708661417322837
11.719666666666667,29.15129151291513
11.783533333333333,29.304029304029307
11.930083333333334,28.027681660899656
12.006083333333333,28.1786941580756
12.018483333333334,28.424657534246577
12.0409,28.37837837837838
12.13775,27.86885245901639
12.224,27.129337539432175
12.239566666666667,27.444794952681388
12.2859,27.760252365930597
12.309566666666667,28.075709779179807
12.358066666666666,28.391167192429023
12.402266666666666,28.706624605678233
12.43425,29.02208201892745
12.5466,29.33753943217666
12.582233333333333,29.652996845425868
12.585266666666667,29.96845425867508
12.60005,30.28391167192429
12.60945,30.5993690851735
12.734383333333334,30.914826498422716
12.843366666666666,31.230283911671926
12.889283333333333,31.545741324921135
12.895183333333334,31.861198738170348
12.917033333333332,32.17665615141956
13.03745,32.49211356466877
13.042883333333334,32.80757097791798
13.138283333333334,33.12302839116719
13.176616666666666,33.4384858044164
13.324883333333334,33.753943217665615
13.33405,34.06940063091483
13.340216666666667,34.38485804416404
13.3606,34.70031545741325
13.473183333333333,35.01577287066246
13.48215,35.33123028391167
13.4885,35.646687697160885
13.5935,35.96214511041009
13.657333333333334,36.27760252365931
13.741566666666667,36.59305993690852
13.770566666666667,36.90851735015773
13.776866666666667,37.22397476340694
13.79405,37.53943217665615
13.918433333333333,37.85488958990536
13.942533333333333,38.170347003154575
13.963216666666666,38.48580441640379
14.06685,38.801261829652994
14.090366666666666,39.11671924290221
14.238583333333333,39.43217665615142
14.386616666666667,39.74763406940063
16.848833333333335,39.318885448916404
16.910533333333333,39.14373088685015
17.14625,38.73873873873874
17.169616666666666,39.03903903903904
17.212183333333332,39.1044776119403
17.295183333333334,39.053254437869825
17.5134,38.775510204081634
17.59405,38.61671469740634
17.616816666666665,38.90489913544668
17.65935,39.08045977011494
17.7419,38.92045454545455
17.912333333333333,38.333333333333336
17.96078333333333,38.504155124653735
18.037766666666666,38.78116343490305
18.18445,38.315217391304344
18.220916666666668,37.967914438502675
18.290633333333332,38.13333333333333
18.421316666666666,38.4
18.4382,38.666666666666664
18.467916666666667,38.93333333333333
18.483933333333333,39.2
18.718116666666667,39.361702127659576
18.72865,39.62765957446808
18.76321666666667,39.8936170212766
18.86135,40.159574468085104
18.876433333333335,40.42553191489361
18.89045,40.691489361702125
19.01225,40.95744680851064
19.059983333333335,41.22340425531915
19.138983333333332,41.48936170212766
19.302866666666667,41.755319148936174
19.354283333333335,42.02127659574468
19.390416666666667,42.28723404255319
19.582583333333332,42.5531914893617
19.644683333333333,42.819148936170215
19.8172,43.08510638297872
20.159483333333334,43.351063829787236
20.74895,43.61702127659575
22.847916666666666,42.63565891472868
22.91945,42.45524296675192
22.99615,42.60204081632653
23.145083333333332,42.211055276381906
23.289766666666665,41.935483870967744
23.65995,40.572792362768496
23.84465,39.953271028037385
23.880016666666666,39.63133640552996
23.954033333333335,39.678899082568805
24.084733333333332,38.92617449664429
24.1537,38.716814159292035
24.181916666666666,38.681318681318686
24.187033333333332,38.901098901098905
24.30325,37.79193205944799
24.399283333333333,38.004246284501065
24.400166666666667,38.21656050955414
24.449416666666668,38.42887473460722
24.48125,38.6411889596603
24.48335,38.853503184713375
24.5898,39.06581740976646
24.603433333333335,39.27813163481954
