value
2
6
6
7
6
6
2
4
6
8
6
6
4
4
4
7
4
4
10
4
2
2
3
4
2
2
4
4
4
2
4
4
2
1
1
1
2
1
2
2
2
2
2
2
1
2
2
2
2
2
1
2
2
2
1
2
2
2
2
2
1
2
2
2
2
2
2
2
2
1
1
1
1
2
1
1
1
2
1
1
1
1
1
2
1
2
2
2
1
2
2
2
2
2
2
2
2
2
1
1
1
1
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
