0,0
30.0,1
60.0,1
90.0,1
120.0,1
150.0,1
180.0,1
210.0,0
240.0,0
270.0,0
300.0,0
330.0,0
360.0,0
390.0,1
420.0,1
450.0,1
480.0,1
510.0,1
540.0,1
570.0,0
600.0,0
630.0,0
660.0,0
690.0,0
720.0,0
750.0,1
780.0,1
810.0,1
840.0,1
870.0,1
900.0,1
930.0,0
960.0,0
990.0,0
1020.0,0
1050.0,0
1080.0,0
1110.0,1
1140.0,1
1170.0,1
1200.0,1
1230.0,1
1260.0,1
1290.0,0
1320.0,0
1350.0,0
1380.0,0
1410.0,0
1440.0,0
1470.0,1
1500.0,1
1530.0,1
1560.0,1
1590.0,1
1620.0,1
1650.0,0
1680.0,0
1710.0,0
1740.0,0
1770.0,0
1800.0,0
1830.0,1
1860.0,1
1890.0,1
1920.0,1
1950.0,1
1980.0,0
2010.0,0
2040.0,0
2070.0,0
2100.0,0
2130.0,0
2160.0,0
2190.0,1
2220.0,1
2250.0,1
2280.0,1
2310.0,1
2340.0,0
2370.0,0
2400.0,0
2430.0,0
2460.0,0
2490.0,0
2520.0,0
2550.0,1
2580.0,1
2610.0,1
2640.0,1
2670.0,1
2700.0,0
2730.0,0
2760.0,0
2790.0,0
2820.0,0
2850.0,0
2880.0,0
2910.0,1
2940.0,1
2970.0,1
3000.0,1
3030.0,1
3060.0,0
3090.0,0
3120.0,0
3150.0,0
3180.0,0
3210.0,0
3240.0,0
3270.0,1
3300.0,1
3330.0,1
3360.0,1
3390.0,1
3420.0,0
3450.0,0
3480.0,0
3510.0,0
3540.0,0
3570.0,0
