0,0
45.0,1
90.0,1
135.0,1
180.0,1
225.0,1
270.0,1
315.0,1
360.0,1
405.0,1
450.0,1
495.0,1
540.0,1
585.0,1
630.0,1
675.0,1
720.0,1
765.0,0
810.0,0
855.0,0
900.0,0
945.0,0
990.0,0
1035.0,0
1080.0,0
1125.0,0
1170.0,0
1215.0,0
1260.0,0
1305.0,0
1350.0,0
1395.0,0
1440.0,0
1485.0,0
1530.0,1
1575.0,1
1620.0,1
1665.0,1
1710.0,1
1755.0,1
1800.0,1
1845.0,1
1890.0,1
1935.0,1
1980.0,1
2025.0,1
2070.0,1
2115.0,1
2160.0,1
2205.0,1
2250.0,1
2295.0,0
2340.0,0
2385.0,0
2430.0,0
2475.0,0
2520.0,0
2565.0,0
2610.0,0
2655.0,0
2700.0,0
2745.0,0
2790.0,0
2835.0,0
2880.0,0
2925.0,0
2970.0,0
3015.0,1
3060.0,1
3105.0,1
3150.0,1
3195.0,1
3240.0,1
3285.0,1
3330.0,1
3375.0,1
3420.0,1
3465.0,1
3510.0,1
3555.0,1
