0,0
45.0,1
90.0,1
135.0,1
180.0,1
225.0,1
270.0,1
315.0,1
360.0,1
405.0,1
450.0,1
495.0,1
540.0,1
585.0,1
630.0,0
675.0,0
720.0,0
765.0,0
810.0,0
855.0,0
900.0,0
945.0,0
990.0,0
1035.0,0
1080.0,0
1125.0,0
1170.0,0
1215.0,1
1260.0,1
1305.0,1
1350.0,1
1395.0,1
1440.0,1
1485.0,1
1530.0,1
1575.0,1
1620.0,1
1665.0,1
1710.0,1
1755.0,1
1800.0,1
1845.0,0
1890.0,0
1935.0,0
1980.0,0
2025.0,0
2070.0,0
2115.0,0
2160.0,0
2205.0,0
2250.0,0
2295.0,0
2340.0,0
2385.0,0
2430.0,1
2475.0,1
2520.0,1
2565.0,1
2610.0,1
2655.0,1
2700.0,1
2745.0,1
2790.0,1
2835.0,1
2880.0,1
2925.0,1
2970.0,1
3015.0,0
3060.0,0
3105.0,0
3150.0,0
3195.0,0
3240.0,0
3285.0,0
3330.0,0
3375.0,0
3420.0,0
3465.0,0
3510.0,0
3555.0,0
