function_execution_time
1029.3586254119873
989.9919033050537
966.2148952484131
973.8779067993164
949.6581554412842
953.5531997680664
965.3372764587402
1056.6966533660889
962.9664421081543
982.9144477844238
1000.5412101745605
960.5364799499512
962.9473686218262
961.2960815429688
987.6658916473389
958.8539600372314
985.9189987182617
942.4912929534912
938.1618499755859
987.389326095581
950.5541324615479
947.7813243865967
986.3150119781494
978.6605834960938
964.0634059906006
1044.2774295806885
947.045087814331
955.4355144500732
986.9778156280518
943.732500076294
948.432445526123
1016.3092613220215
950.7238864898682
937.2830390930176
962.6147747039795
939.6152496337891
943.0534839630127
963.0377292633057
931.6978454589844
943.6595439910889
964.5693302154541
937.3576641082764
938.6556148529053
963.3994102478027
948.1594562530518
974.4851589202881
973.4437465667725
930.1779270172119
945.298433303833
930.2933216094971
947.4256038665771
932.3699474334717
947.9920864105225
968.7283039093018
959.1853618621826
943.8416957855225
934.3292713165283
934.2296123504639
938.723087310791
930.6201934814453
939.3453598022461
983.0489158630371
964.148998260498
933.0093860626221
965.5184745788574
940.5677318572998
1014.1937732696533
963.8466835021973
972.3224639892578
929.9840927124023
947.1559524536133
935.8048439025879
938.9922618865967
948.3232498168945
961.8194103240967
938.5120868682861
956.9158554077148
930.666446685791
940.4456615447998
963.3433818817139
984.8670959472656
930.3162097930908
936.4728927612305
928.560733795166
936.2092018127441
954.270601272583
934.772253036499
930.9813976287842
950.0808715820312
929.8694133758545
928.4546375274658
963.7763500213623
988.4533882141113
932.4102401733398
951.4429569244385
931.5018653869629
941.6511058807373
946.9590187072754
963.8791084289551
932.5382709503174
