function_execution_time
879.0268898010254
747.5395202636719
736.4621162414551
721.6920852661133
721.198320388794
666.8803691864014
666.9080257415771
659.6212387084961
650.2900123596191
690.0420188903809
674.8738288879395
669.8637008666992
691.401481628418
641.5586471557617
635.9128952026367
641.0946846008301
673.7921237945557
652.1122455596924
658.7784290313721
709.7322940826416
695.3775882720947
699.3937492370605
661.8025302886963
675.7280826568604
680.3016662597656
652.8234481811523
672.4357604980469
695.8708763122559
697.7097988128662
686.5248680114746
661.754846572876
669.7733402252197
704.7443389892578
745.856523513794
654.402494430542
670.7377433776855
696.7103481292725
682.276725769043
694.5619583129883
672.8777885437012
704.9930095672607
650.5858898162842
715.125322341919
660.2425575256348
672.3935604095459
673.1240749359131
643.225908279419
683.0096244812012
715.3313159942627
668.1952476501465
659.5580577850342
671.3221073150635
709.1870307922363
666.2285327911377
678.7395477294922
661.7312431335449
704.3864727020264
648.5676765441895
660.3233814239502
678.2608032226562
690.3424263000488
679.6624660491943
650.8853435516357
686.638593673706
670.3894138336182
684.2436790466309
657.3019027709961
665.4648780822754
672.004222869873
660.1927280426025
644.1094875335693
663.2544994354248
681.704044342041
672.5513935089111
681.0991764068604
637.7577781677246
688.9486312866211
677.7920722961426
723.2980728149414
659.6329212188721
717.0858383178711
676.7585277557373
651.4377593994141
683.6662292480469
678.5016059875488
645.8230018615723
646.4414596557617
668.2190895080566
706.7549228668213
672.3291873931885
696.5048313140869
712.5322818756104
724.7552871704102
720.6921577453613
690.0770664215088
673.6297607421875
684.6449375152588
649.1920948028564
705.7743072509766
645.9047794342041
