value
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.5714285714285714
0.8
1.5714285714285714
0
1.5714285714285714
0
0.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.8
1.1666666666666667
0
1.3333333333333333
0
0
1.3333333333333333
0
0
0
0
0
0
0
0
0
0
5.7272727272727275
0
0
6.916666666666667
0
0
0.09090909090909091
0
0
0
7
0
0
0
0
7
0
0.15384615384615385
0
6.6923076923076925
0
0
0.15384615384615385
5.5
0
0
0
0
7
0
0
0
0
0
0.16666666666666666
0
0
0
0
0
0
0
0
0
5.7272727272727275
0
0
5.916666666666667
0
0
0
0
0
0
0
5.769230769230769
0
0
0
0
0
0
0
6.7272727272727275
7
0
0.16666666666666666
0.15384615384615385
0
6.7272727272727275
0
0.23076923076923078
0.9166666666666666
0.16666666666666666
1.75
6.916666666666667
0
0
0
0
0
6.7272727272727275
0.2727272727272727
0
0
0
2
6.5
6.7272727272727275
0.16666666666666666
0
6.6923076923076925
0
0
0
6.6923076923076925
0
0.18181818181818182
0.23076923076923078
0
0
0.16666666666666666
0.16666666666666666
0
0.25
0.6153846153846154
6.6923076923076925
0
0
0
0
0
0.08333333333333333
0.25
0
0
0
0
0
0
1.75
0
2.3846153846153846
2.25
2.25
0
0
0.8181818181818182
0
0
0
0
0
0
0
0
0
1.75
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.8333333333333334
0
0
0
0
0
2.3846153846153846
0
0
0
1.9230769230769231
0
2.25
0
0
0
1.6363636363636365
0
0
0
0
0
0
1.8333333333333333
0
0
0
0
0
6.7272727272727275
0
5.7272727272727275
0
0
0
6.7272727272727275
0
0
0
6.5
0
0
0
0
0
0
6.7272727272727275
0
0
0
0
0
0
0
0
0
5.7272727272727275
0
0
0
0
6.916666666666667
0
0
0
0
0
0
0
0
0
0
0
0
0
5.769230769230769
0.46153846153846156
0
0
0
0
0
0.15384615384615385
0
6
5.769230769230769
0
0
0
0
7
1.0833333333333333
6.769230769230769
0
0
0
0
1.2727272727272727
0
0.15384615384615385
7
0.25
0.3333333333333333
0.4166666666666667
0.25
6.769230769230769
0
0.25
0
0
0.25
2.8333333333333335
7
0.16666666666666666
0
0.2727272727272727
0
0
0
0.16666666666666666
0
0.23076923076923078
0.5833333333333334
0
0
0
0
0
6.916666666666667
0
0
0
0.3076923076923077
0
0.25
6.75
0
0
0
7
0.16666666666666666
0
6.833333333333333
0
0
0
0
6.923076923076923
2.5833333333333335
2.1666666666666665
0
2.4545454545454546
0
0
2.3333333333333335
0
0
0
0
0
0
0
0
0
1.5833333333333333
2.6923076923076925
0.09090909090909091
0
0
0
0
0
2.25
0
0
0
2.1818181818181817
0
0
0
0
0
0
0
0
0
0
0
0
0
2.1818181818181817
0
0
0.07692307692307693
2.5833333333333335
2.4545454545454546
0
0
0
0
0
0
0
0
0
0
0
0
6
7
7
0
0
0
0
0
0
0
0
0
0
0
0
6.5
7
0
0
0
0
0
0.08333333333333333
7.916666666666667
0
0
0
7.230769230769231
0
0
0
0
0
0
0
0
0
6.230769230769231
0
0
0
0
0
0
6.230769230769231
0
0
0
0
0
0
0
7.2727272727272725
0
7
0
0
7.230769230769231
0
0
7.230769230769231
0
0
0
7.5
0
0
0
7.2727272727272725
7.083333333333333
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.083333333333333
0
0
0
0
0
0
0
7.153846153846154
0
0
0
2.1818181818181817
2.8333333333333335
2.6363636363636362
0
0
0
2.8461538461538463
0
0
2.8461538461538463
0
0
0
0
0
0
0
0
0
0
0
0
0
2.6363636363636362
0
0
0
0
0
0
2.75
2.75
0
0
0
0
0
0
0
2.75
0
0
0
0
0
0
0
0
0
0
0
0
0
6.7272727272727275
7
7.2727272727272725
7.5
7
7.5
6.384615384615385
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.769230769230769
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.6363636363636362
0
7.7272727272727275
0
0
0
7.461538461538462
0
0
0
7.833333333333333
0
0
0
0
7.7272727272727275
7.333333333333333
0
0
0
0
0
0
0
0
0.07692307692307693
7.615384615384615
0
0
0
0.75
0
7.666666666666667
7.333333333333333
0
0
0
0
0
0
0
0
0
