value
8
0
0
0
0
0
0
7.769230769230769
0
0
0
7.769230769230769
0
0
0
0
0
8
0
0
7.769230769230769
7.769230769230769
8
7.769230769230769
7.6923076923076925
0
0
7.833333333333333
0
0
0
0
0
2.909090909090909
0
0
0
0
0
0
0
3.1666666666666665
2.75
0
0
0
0
3
2.909090909090909
0
0
0
2.75
2.909090909090909
0
0
3
2.75
2.75
0
0.16666666666666666
4.461538461538462
0
0
0
0.08333333333333333
0.09090909090909091
4.75
4.083333333333333
0
0
0.07692307692307693
4.363636363636363
0
4.461538461538462
0.08333333333333333
0.08333333333333333
4.75
0
0
0.08333333333333333
0
4.75
0
4.583333333333333
0.08333333333333333
4.461538461538462
0
0.23076923076923078
4.363636363636363
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.3636363636363638
0
0.18181818181818182
0
0
0
3.75
0.07692307692307693
0.25
0
0
0.07692307692307693
0.23076923076923078
3.1666666666666665
0
3.3636363636363638
3.1666666666666665
0.08333333333333333
3.5384615384615383
0
0
3.1666666666666665
3.0833333333333335
0.08333333333333333
0
0.08333333333333333
3.8333333333333335
3.5384615384615383
0
0.07692307692307693
9.666666666666666
0
0
9.666666666666666
10
0
0.08333333333333333
0
9.818181818181818
0
0
0
0
0
9.75
9.615384615384615
9.615384615384615
0
0.07692307692307693
9.75
9.75
0
0.07692307692307693
0
0
0
0
0.08333333333333333
0
9.615384615384615
0
6.363636363636363
0
5.916666666666667
0
0
6.3076923076923075
0
6.3076923076923075
0
0
0
6.083333333333333
5.916666666666667
6.181818181818182
0
6
0
0
0
0
6.230769230769231
0
0
0
0
6.181818181818182
0
0.07692307692307693
0.08333333333333333
0
0
4.75
4.666666666666667
0
0
0
4.909090909090909
4.909090909090909
4.909090909090909
0
4.909090909090909
4.923076923076923
0
0
0
0
0
5.083333333333333
0
5.083333333333333
0
0
0
0
0
0
5.083333333333333
0
0
10
10
0
10
10
9.916666666666666
9.833333333333334
0
0
10
0.08333333333333333
10
0.08333333333333333
0
0.08333333333333333
0
0
10
0
0
0
0
0
0
0.08333333333333333
0
0.08333333333333333
0
9.916666666666666
0.08333333333333333
4.333333333333333
0
0
4.076923076923077
0
0
0
0
4.076923076923077
0
4.076923076923077
0
0
0
4.416666666666667
4.076923076923077
4
0
0
0
0
0
0
0
4
4.333333333333333
0
0
4.076923076923077
0
2.5454545454545454
0
0
0
2.25
2.3333333333333335
0
0
0
0
0
0
0
0
0
0
0
0
0
2.6666666666666665
0
0
0
2.1666666666666665
2.4615384615384617
0
2.4545454545454546
2.4545454545454546
2.75
2.4545454545454546
6.416666666666667
0
6.416666666666667
0
0
0
0
0
6.545454545454546
0
0
0
0
0
0
6.545454545454546
0
0
6.384615384615385
6.384615384615385
0
0
6.416666666666667
6.384615384615385
0
0
0
0
6.384615384615385
6.545454545454546
0
3.3333333333333335
0
3.090909090909091
3.1538461538461537
3.090909090909091
0
0
3.1538461538461537
3.1538461538461537
0
0
0
0
3.090909090909091
0
0
0
0
0
0
3.3333333333333335
3.090909090909091
0
3.1538461538461537
0
0
0
0
0
3.75
0
3.75
0
0
0
0
3.75
4
0
0
0
0
0
0
0
0
0
0
4.090909090909091
0
4.333333333333333
4
0
4
0
0
0
4
4.416666666666667
0
0
0
7.416666666666667
7.454545454545454
0
0
0
7.25
0
0
0
0
