value
108.953
109.874
98.968
73.005
64.582
53.5
108.879
110.236
111.591
72.869
92.09
65.843
54.804
124.028
124.63
125.234
113.337
95.567
86.906
66.58
57.645
102.594
53.844
112.405
60.753
106.591
98.765
80.849
72.124
73.185
56.807
142.142
125.132
135.467
123.951
124.739
147.532
140.62
126.586
87.959
79.805
72.127
126.082
118.393
110.71
91.022
109.819
76.099
59.487
65.057
38.501
128.496
120.731
127.916
114.095
112.951
86.807
90.78
82.459
74.252
127.934
120.545
124.837
123.87
160.849
61.432
146.439
129.792
57.247
161.458
137.42
130.031
164.171
183.493
100.673
156.121
198.067
108.834
94.295
235.874
237.153
175.707
182.62
108.051
110.155
98.57
90.42
82.12
65.351
99.326
100.683
92.588
90.587
84.031
75.603
114.872
116.089
57.456
111.049
119.495
113.042
113.031
106.397
98.994
81.427
56.63
123.868
142.717
143.831
124.59
140.149
141.191
117.613
78.871
79.145
72.046
126.424
127.581
128.746
99.373
93.85
73.315
47.151
142.921
135.156
128.513
98.115
53.37
128.698
128.73
59.417
132.258
151.47
60.733
63.97
169.648
129.27
130.317
116.898
108.745
99.021
73.97
116.668
101.808
83.038
65.434
125.196
103.9
95.108
65.727
119.746
128
120.357
113.721
63.665
64.901
132.41
124.625
95.586
71.019
137.707
126.398
118.713
76.408
37.966
55.997
136.562
143.737
112.155
94.934
78.282
69.842
61.634
128.437
181.682
137.321
66.108
138.356
147.649
148.77
149.891
61.438
133.243
125.483
57.274
145.482
157.064
